date,1,2,3,4,5
2014-01-03,-,##a,"""",(,""">"
2014-01-03,##、,##。,##[,##],の
2014-01-03,は,[,##[,##、,、
2014-01-03,経営,完全,で,、,前年
2014-01-03,##、,##。,##],##[,[
2014-01-03,は,、,##、,「,『
2014-01-03,-,##a,"""",(,""">"
2014-01-03,##[,##、,[,の,##。
2014-01-04,-,[,/,:,日
2014-01-04,全米,北米,米国,アメリカ,国際
2014-01-04,は,「,、,##。,##、
2014-01-04,ホーム,アウェー,首位,2,イタリア
2014-01-04,と,##。,の,##、,##]
2014-01-04,3,2,の,4,1
2014-01-04,イングランド,アイルランド,オーストリア,スコットランド,イタリア
2014-01-04,男子,女子,オープン,、,。
2014-01-04,-,##a,"""",(,""">"
2014-01-04,##。,##、,##],##[,##)
2014-01-04,、,。,男子,ホーム,オープン
2014-01-04,##・,##ス,日,、,##ラー
2014-01-04,##・,##ター,、,##ラー,##ス
2014-01-04,(,##(,[,[UNK],(※
2014-01-04,-,##a,"""",(,""">"
2014-01-04,-,##a,"""",(,""">"
2014-01-04,-,##a,"""",(,""">"
2014-01-04,翌,で,、,に,と
2014-01-04,ニューヨーク,パリ,東京,ロサンゼルス,サンフランシスコ
2014-01-04,-,##a,"""",(,""">"
2014-01-04,の,など,アメリカ,と,、
2014-01-04,-,##a,"""",(,""">"
2014-01-04,ニューヨーク,パリ,同,、,翌
2014-01-04,-,##a,"""",(,""">"
2014-01-04,-,##a,"""",(,""">"
2014-01-04,の,##[,##、,と,・
2014-01-04,-,##a,"""",(,""">"
2014-01-04,-,##a,"""",(,""">"
2014-01-04,。,!,です,、,ん
2014-01-04,-,##a,"""",(,""">"
2014-01-04,-,##a,"""",(,""">"
2014-01-04,。,!,です,、,ん
2014-01-04,-,##a,"""",(,""">"
2014-01-04,##・,##バ,##ター,##チ,##ズ
2014-01-04,と,、,の,・,##、
2014-01-04,は,、,の,で,と
2014-01-04,##ター,##b,##・,##ノミ,##チ
2014-01-04,の,##[,##、,と,・
2014-01-04,-,##a,"""",(,""">"
2014-01-04,,,,,
2014-01-04,,,,,
2014-01-04,パリ,ニューヨーク,ローマ,ブリュッセル,ミラノ
2014-01-04,の,と,、,駐,で
2014-01-04,ロンドン,ニューヨーク,パリ,##、,東京
2014-01-04,-,##a,"""",(,""">"
2014-01-04,-,##a,"""",(,""">"
2014-01-04,パリ,同,、,##、,ブリュッセル
2014-01-04,の,と,、,駐,で
2014-01-04,-,##a,"""",(,""">"
2014-01-04,と,、,の,および,・
2014-01-04,の,による,・,と,における
2014-01-04,ロンドン,パリ,同,、,ブリュッセル
2014-01-04,##ノミ,##e,##・,##ン,報道
2014-01-04,と,、,の,・,および
2014-01-04,。,!,です,、,ん
2014-01-04,返,郵,送,##送,再
2014-01-04,-,##a,"""",(,""">"
2014-01-04,##ノミ,##e,##・,##ン,報道
2014-01-05,全米,北米,英国,アメリカ,全国
2014-01-05,19,1,18,2,現在
2014-01-05,、,は,の,で,が
2014-01-05,男子,女子,、,。,オープン
2014-01-05,、,・,##、,##・,##ター
2014-01-05,、,。,男子,オープン,た
2014-01-05,##・,、,##ス,##ン,の
2014-01-05,の,、,。,女子,イングランド
2014-01-05,##・,##ス,、,##ン,##(
2014-01-05,ノルディ,スラ,ブリ,ワ,グル
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-05,-,##a,"""",(,""">"
2014-01-06,-,##a,"""",(,""">"
2014-01-06,と,##、,、,の,##。
2014-01-06,##[,##、,##],と,##-
2014-01-06,モバイル,格安,、,。,の
2014-01-06,(,),。,)(,[UNK]
2014-01-06,銀行,##バンク,社,##f,##マン
2014-01-06,##。,##、,と,、,で
2014-01-06,銀行,##バンク,##ディ,##カー,##マン
2014-01-06,##。,##、,と,、,で
2014-01-06,##[,##社,##新聞,##),##日報
2014-01-06,。,、,の,!,です
2014-01-06,##[,[,は,が,と
2014-01-06,利,価,買,年,売
2014-01-06,が,は,で,と,、
2014-01-06,-,##a,"""",(,""">"
2014-01-06,-,##a,"""",(,""">"
2014-01-06,##、,##。,##],の,##[
2014-01-06,金融,財政,資金,財務,銀行
2014-01-06,##通信,##ター,##マン,##タイムズ,社
2014-01-06,(,),。,)(,[UNK]
2014-01-06,。,!,です,、,ん
2014-01-06,、,と,で,・,##ター
2014-01-06,##[,##、,新,##。,[
2014-01-06,の,##・,・,、,と
2014-01-06,##、,と,、,の,##。
2014-01-06,金融,財政,資金,財務,銀行
2014-01-06,##。,##[,の,##、,##)
2014-01-06,-,##a,"""",(,""">"
2014-01-06,、,と,で,・,##ター
2014-01-06,、,と,。,##、,##。
2014-01-06,の,##・,・,、,と
2014-01-06,英国,米国,全米,アメリカ,世界
2014-01-06,マドリード,ブリュッセル,バルセロナ,バレンシア,ウィーン
2014-01-06,英国,米国,全米,アメリカ,世界
2014-01-06,バーク,##・,##ズ,ドル,ウォール
2014-01-06,の,、,と,大手,系
2014-01-06,##[,[,w,t,##)
2014-01-06,バーク,##・,##ズ,ドル,ウォール
2014-01-06,と,##[,の,##。,##、
2014-01-06,##[,##、,##。,[,##)
2014-01-06,の,、,と,大手,系
2014-01-06,-,##a,"""",(,""">"
2014-01-06,、,は,の,で,「
2014-01-06,##[,##、,##],と,##。
2014-01-06,と,の,##。,##[,英
2014-01-06,##、,##。,##[,で,##)
2014-01-06,、,は,の,で,「
2014-01-06,##[,[,],は,##、
2014-01-06,-,##a,"""",(,""">"
2014-01-06,-,##a,"""",(,""">"
2014-01-06,-,##a,"""",(,""">"
2014-01-06,##[,[,],は,##、
2014-01-06,##。,##],と,##、,で
2014-01-06,##通信,ニュース,##ター,紙,##タイムズ
2014-01-06,-,##a,"""",(,""">"
2014-01-06,アメリカ合衆国,[,米国,、,-
2014-01-06,の,##、,は,、,##。
2014-01-06,##、,[,##[,##],##。
2014-01-07,-,##a,"""",(,""">"
2014-01-07,(,),。,)(,[UNK]
2014-01-07,##、,##[,と,##。,[
2014-01-07,[,##[,],##],##。
2014-01-07,-,##a,"""",(,""">"
2014-01-07,##ット,##ア,##ン,##ード,##ル
2014-01-07,-,##a,"""",(,""">"
2014-01-07,、,と,で,の,##、
2014-01-07,今回,データ,記事,情報,突然
2014-01-07,(,),。,)(,[UNK]
2014-01-07,-,##a,"""",(,""">"
2014-01-07,##。,##[,と,##、,##]
2014-01-07,,,,,
2014-01-07,バンコク,##~,パリ,東京,##、
2014-01-07,##[,と,[,##、,##。
2014-01-07,の,と,、,で,及び
2014-01-07,-,##a,"""",(,""">"
2014-01-07,-,##a,"""",(,""">"
2014-01-07,-,##a,"""",(,""">"
2014-01-07,バンコク,##~,パリ,東京,##、
2014-01-07,と,の,、,全,大
2014-01-07,##[,##、,と,##。,、
2014-01-07,[,##、,##[,##。,##)
2014-01-07,の,と,、,で,及び
2014-01-07,、,は,で,の,や
2014-01-07,、,は,で,の,や
2014-01-07,、,。,##。,と,)。
2014-01-07,##。,##[,##、,##],と
2014-01-07,##、,と,##。,、,の
2014-01-07,、,。,##。,と,)。
2014-01-07,[,「,##、,##[,##-
2014-01-07,と,の,],##。,##[
2014-01-07,-,##a,"""",(,""">"
2014-01-07,、,と,の,##、,##。
2014-01-07,##。,##、,##],と,、
2014-01-07,と,の,、,全,大
2014-01-07,##[,##。,と,##、,##]
2014-01-07,、,最も,一番,でも,で
2014-01-07,##。,、,##、,。,は
2014-01-07,「,、,は,『,##、
2014-01-07,社,発表,##通信,##社,報道
2014-01-07,##、,[,は,##[,##。
2014-01-07,##新聞社,##リサーチ,##ター,##センター,##社
2014-01-07,と,、,の,および,は
2014-01-07,##[,w,t,[,s
2014-01-07,シンガポール,同,##、,、,翌
2014-01-07,##、,##。,と,##[,、
2014-01-07,6,7,5,4,1
2014-01-07,。,!,です,、,ん
2014-01-07,-,##a,"""",(,""">"
2014-01-07,##、,は,、,の,が
2014-01-07,社,発表,##通信,##社,報道
2014-01-07,-,##a,"""",(,""">"
2014-01-07,-,##a,"""",(,""">"
2014-01-07,シンガポール,同,##、,、,翌
2014-01-07,-,##a,"""",(,""">"
2014-01-07,。,!,です,、,ん
2014-01-07,-,##a,"""",(,""">"
2014-01-08,-,##a,"""",(,""">"
2014-01-08,-,##a,"""",(,""">"
2014-01-08,##、,、,と,は,##[
2014-01-08,##、,、,と,の,##。
2014-01-08,##、,、,と,は,##[
2014-01-08,と,の,は,、,や
2014-01-08,##、,、,と,の,##。
2014-01-08,-,##a,"""",(,""">"
2014-01-08,・,=,ロー,ハー,-
2014-01-08,##[,],[,と,##、
2014-01-08,##通信,##マン,##ター,##ス,##タイムズ
2014-01-08,、,民間,の,大,は
2014-01-08,##[,],[,と,##、
2014-01-08,##、,と,##。,##[,、
2014-01-08,「,、,『,##『,[
2014-01-08,##。,##、,##],と,##[
2014-01-08,「,『,##。,、,。
2014-01-08,,,,,
2014-01-08,##、,##~,##。,、,同
2014-01-08,##[,##。,と,##-,[
2014-01-08,し,まし,でし,でき,(
2014-01-08,##。,##、,##],と,##[
2014-01-08,-,##a,"""",(,""">"
2014-01-08,-,##a,"""",(,""">"
2014-01-08,##、,##~,##。,、,同
2014-01-08,-,##a,"""",(,""">"
2014-01-08,##[,##。,と,##-,[
2014-01-08,の,##。,米国,、,で
2014-01-08,と,・,##、,##。,、
2014-01-08,##[,[,は,##、,が
2014-01-08,と,の,、,##[,##、
2014-01-08,と,、,の,・,及び
2014-01-08,、,と,。,は,で
2014-01-08,##[,[,は,##、,が
2014-01-08,、,と,の,「,で
2014-01-08,と,、,の,・,及び
2014-01-08,。,!,です,、,ん
2014-01-08,と,##[,[,##、,の
2014-01-08,##通信,##バンク,##マン,##タイムズ,##ス
2014-01-08,##ス,##通信,##ナル,##タイムズ,##ター
2014-01-08,[,##[,##、,「,]
2014-01-08,##[,[,w,s,t
2014-01-08,、,は,で,と,「
2014-01-08,[,米国,米,「,[[
2014-01-08,と,##。,##、,の,、
2014-01-08,-,##a,"""",(,""">"
2014-01-08,##[,[,##、,##(,##)
2014-01-08,##通信,##バンク,##マン,##タイムズ,##ス
2014-01-08,##[,と,##。,],##]
2014-01-08,と,、,##、,・,および
2014-01-08,##。,##、,##],##),は
2014-01-08,-,##a,"""",(,""">"
2014-01-08,##ス,##通信,##ナル,##タイムズ,##ター
2014-01-08,##、,##。,は,[,「
2014-01-08,「,、,と,の,(
2014-01-08,-,##a,"""",(,""">"
2014-01-08,、,は,で,と,「
2014-01-08,米国,[,「,米,、
2014-01-09,-,##a,"""",(,""">"
2014-01-09,と,、,の,##。,で
2014-01-09,と,、,の,##。,で
2014-01-09,当,今,9,7,新
2014-01-09,-,##a,"""",(,""">"
2014-01-09,銀行,##マン,##バ,##ター,##ジー
2014-01-09,##[,と,##。,##-,[
2014-01-09,,,,,
2014-01-09,同,、,翌,月,##、
2014-01-09,##、,と,の,##。,##/
2014-01-09,##[,駐,[,##、,##(
2014-01-09,の,、,と,米,国際
2014-01-09,##、,と,の,##。,##/
2014-01-09,の,、,と,米,国際
2014-01-09,-,##a,"""",(,""">"
2014-01-09,、,駐,と,##、,の
2014-01-09,##。,と,##、,##[,##]
2014-01-09,-,##a,"""",(,""">"
2014-01-09,同,、,翌,月,##、
2014-01-09,、,は,と,で,の
2014-01-09,と,、,##。,・,対
2014-01-09,-,##a,"""",(,""">"
2014-01-09,-,##a,"""",(,""">"
2014-01-09,中国,中華人民共和国,台湾,韓国,香港
2014-01-09,##、,と,##[,は,##。
2014-01-09,と,の,は,、,で
2014-01-09,-,##a,"""",(,""">"
2014-01-09,と,##。,##、,##[,##-
2014-01-09,[,##[,],##、,##。
2014-01-09,と,、,の,・,)
2014-01-09,と,##[,##、,##。,##]
2014-01-09,-,##a,"""",(,""">"
2014-01-09,##[,、,##、,「,[
2014-01-09,と,##。,##、,##[,##-
2014-01-09,[,##[,],##、,##。
2014-01-09,、,(,),##(,「
2014-01-09,-,##a,"""",(,""">"
2014-01-09,(,),。,)(,[UNK]
2014-01-09,と,##[,##。,##、,##]
2014-01-09,##。,と,、,の,。
2014-01-09,と,##[,##。,##、,##]
2014-01-09,、,が,は,で,の
2014-01-09,##マン,##通信,##ター,##タイムズ,##ナル
2014-01-09,と,、,・,の,在日
2014-01-09,##[,[,w,「,t
2014-01-09,[,##[,##。,##、,##]
2014-01-09,(,),。,)(,[UNK]
2014-01-09,,,,,
2014-01-09,、,が,は,と,の
2014-01-09,##マン,##通信,##ター,##タイムズ,##ナル
2014-01-09,金利,円,%,元,b
2014-01-09,-,##a,"""",(,""">"
2014-01-09,中国,日本,香港,日,台湾
2014-01-09,[,##[,##、,##。,は
2014-01-09,日本,全日本,関東,全国,、
2014-01-09,##。,と,、,の,。
2014-01-09,##・,、,と,##、,株式会社
2014-01-09,、,新しい,オンライン,完全,大型
2014-01-10,10,[,9,8,11
2014-01-10,-,##a,"""",(,""">"
2014-01-10,、,と,・,##、,(
2014-01-10,[,日,##着,##[,##日
2014-01-10,##[,##。,##],##、,と
2014-01-10,,,,,
2014-01-10,[,##[,の,],##]
2014-01-10,-,##a,"""",(,""">"
2014-01-10,##、,##。,の,ジャ,、
2014-01-10,と,##、,の,##。,、
2014-01-10,##。,「,##「,##、,の
2014-01-10,と,、,##、,の,「
2014-01-10,##、,と,##。,、,の
2014-01-10,-,##a,"""",(,""">"
2014-01-10,-,##a,"""",(,""">"
2014-01-10,の,と,、,で,・
2014-01-10,-,##a,"""",(,""">"
2014-01-10,と,、,##、,の,「
2014-01-10,-,##a,"""",(,""">"
2014-01-10,##、,、,##],##。,の
2014-01-10,と,##[,[,が,の
2014-01-10,##、,と,##[,##。,##]
2014-01-10,と,##[,[,が,の
2014-01-10,[,##、,##[,「,は
2014-01-10,-,##a,"""",(,""">"
2014-01-10,[,##[,と,の,##]
2014-01-10,[,.,・,<,日
2014-01-10,の,##、,、,・,##。
2014-01-10,##、,と,##[,##。,##]
2014-01-10,##。,##、,と,、,##[
2014-01-10,[,##、,##[,「,は
2014-01-10,##、,と,、,##。,##[
2014-01-10,は,も,が,の,第
2014-01-10,。,、,の,!,です
2014-01-10,-,##a,"""",(,""">"
2014-01-10,[,.,・,日,[[
2014-01-10,の,##、,、,・,##。
2014-01-10,英,の,、,が,米
2014-01-10,(,。,),ます,こと
2014-01-10,と,の,##、,##[,##。
2014-01-10,##[,[,##(,##、,##。
2014-01-10,社,銀行,は,(,時計
2014-01-10,と,の,##、,##[,##。
2014-01-10,[,##[,##。,##、,##]
2014-01-10,##[,[,w,t,「
2014-01-10,。,!,です,、,ん
2014-01-10,は,##[,、,##、,[
2014-01-10,##、,##。,の,、,と
2014-01-10,[,##。,##、,##[,##]
2014-01-10,-,##a,"""",(,""">"
2014-01-10,、,と,は,の,で
2014-01-10,##通信,紙,##ター,##タイムズ,報道
2014-01-10,。,、,の,:,(
2014-01-10,##通信,紙,##ター,##タイムズ,報道
2014-01-10,-,##a,"""",(,""">"
2014-01-10,),[,)-,):,##[
2014-01-10,##。,と,##、,・,##]
2014-01-10,-,##a,"""",(,""">"
2014-01-11,全米,北米,アメリカ,米国,日本
2014-01-11,-,##a,"""",(,""">"
2014-01-11,日本,アメリカ,全米,-,アマチュア
2014-01-11,##[,[,##。,],##、
2014-01-11,(,##(,[,[UNK],(※
2014-01-11,、,プロ,の,で,##。
2014-01-11,男子,日本,今,初,シングルス
2014-01-11,と,、,の,で,##、
2014-01-11,[,.,[[,日,/
2014-01-11,、,プロ,の,プレミア,率いる
2014-01-11,女子,##、,の,で,女性
2014-01-11,・,と,、,##・,(
2014-01-11,で,、,男子,全豪オープン,から
2014-01-11,国際,オーストリア,ノルウェー,ドイツ,スロベニア
2014-01-11,-,##a,"""",(,""">"
2014-01-11,ニューヨーク,パリ,東京,同,ロンドン
2014-01-11,-,##a,"""",(,""">"
2014-01-11,-,##a,"""",(,""">"
2014-01-11,米,ダイヤモンド,金,米ドル,日本
2014-01-11,##、,、,の,と,##[
2014-01-11,、,の,と,・,で
2014-01-11,ニューヨーク,パリ,同,、,東京
2014-01-11,。,!,です,、,ん
2014-01-11,-,##a,"""",(,""">"
2014-01-11,12,11,10,9,6
2014-01-11,12,11,10,9,6
2014-01-11,##メディア,社,##ズ,##ター,##社
2014-01-11,と,##、,の,##。,、
2014-01-11,[,##[,##、,],「
2014-01-11,と,、,・,##。,##)
2014-01-11,-,##a,"""",(,""">"
2014-01-11,-,##a,"""",(,""">"
2014-01-11,-,##a,"""",(,""">"
2014-01-11,。,!,です,、,ん
2014-01-11,-,##a,"""",(,""">"
2014-01-11,-,##a,"""",(,""">"
2014-01-11,-,##a,"""",(,""">"
2014-01-11,-,##a,"""",(,""">"
2014-01-11,##メディア,社,##ズ,##ター,##社
2014-01-11,-,##a,"""",(,""">"
2014-01-11,と,##、,の,##。,、
2014-01-11,-,##a,"""",(,""">"
2014-01-11,[,月,日,.,[[
2014-01-11,、,の,と,で,・
2014-01-11,(,),。,)(,[UNK]
2014-01-11,、,の,と,で,・
2014-01-11,,,,,
2014-01-11,,,,,
2014-01-11,-,##a,"""",(,""">"
2014-01-11,##[,の,##、,[,、
2014-01-11,と,##[,##、,##。,の
2014-01-11,社,発表,報道,本社,株式会社
2014-01-11,-,##a,"""",(,""">"
2014-01-11,##[,の,##、,[,、
2014-01-11,と,##[,##、,##。,の
2014-01-11,社,発表,報道,),本社
2014-01-11,ロンドン,、,パリ,同,ニューヨーク
2014-01-11,ロンドン,、,パリ,同,ニューヨーク
2014-01-12,の,、,で,男子,##度
2014-01-12,##[,[,日,##メッセ,##c
2014-01-12,アメリカ,日本,。,全米,、
2014-01-12,全米,北米,アメリカ,日本,米国
2014-01-12,、,た,。,で,は
2014-01-12,アメリカ,米,米国,全米,北米
2014-01-12,の,で,、,##、,・
2014-01-12,の,で,、,##、,・
2014-01-12,19,2,18,1,29
2014-01-12,、,・,##ター,##、,プロ
2014-01-12,1,19,18,2,3
2014-01-12,男子,テニス,で,オーストラリア,初
2014-01-12,男子,日本,テニス,オーストラリア,初
2014-01-12,ノルディ,スラ,グル,ワ,ブリ
2014-01-12,ノルディ,スラ,ワ,##クシ,ニ
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-12,-,##a,"""",(,""">"
2014-01-13,##通信,社,発行,##ス,##マン
2014-01-13,-,##a,"""",(,""">"
2014-01-13,、,##、,は,と,で
2014-01-13,と,、,##、,##。,は
2014-01-13,社,##ター,##通信,##社,)
2014-01-13,と,、,の,##、,で
2014-01-13,##ター,##・,##タ,ロイ,##ン
2014-01-13,と,、,##、,・,##。
2014-01-13,と,##[,##。,・,、
2014-01-13,社,誌,通信,局,庁
2014-01-13,イタリア,[,アメリカ,『,「
2014-01-13,,,,,
2014-01-13,##、,##。,13,の,、
2014-01-13,##、,と,##。,の,、
2014-01-13,シドニー,##、,同,##。,、
2014-01-13,、,の,は,同,この
2014-01-13,と,、,##、,・,##。
2014-01-13,と,##[,##。,・,、
2014-01-13,、,と,で,の,は
2014-01-13,##a,##c,##省,##ズ,##ス
2014-01-13,ロンドン,、,パリ,同,ニューヨーク
2014-01-13,北米,米国,アメリカ,米,東京
2014-01-13,イタリア,[,アメリカ,『,「
2014-01-13,-,##a,"""",(,""">"
2014-01-13,13,##。,の,この,##、
2014-01-13,-,##a,"""",(,""">"
2014-01-13,##、,、,の,13,##。
2014-01-13,##、,と,##。,の,、
2014-01-13,シドニー,##、,同,##。,、
2014-01-13,た,(,),て,##(
2014-01-13,ロンドン,、,パリ,同,ニューヨーク
2014-01-13,北米,米国,アメリカ,米,欧州
2014-01-13,-,##a,"""",(,""">"
2014-01-13,##。,、,##、,で,。
2014-01-13,##。,、,##、,で,。
2014-01-13,の,は,で,##。,による
